PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment,Data Validity Comment
2814,440179797,46899533,COC1=NC2=NNC(=C2C(=C1C#N)C3=CC=CC=C3)N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 19.4 Pct,
2815,440179803,53061538,CC1=NN=C2N1C3=CC=CC=C3N(C2=O)CC(=O)NC4=CC(=CC=C4)SC,Unspecified,,,,,Inhibition,=,-2.91,%,Average; N=4,
2816,440179823,155549674,C1=CC=C(C(=C1)CC(C(=O)O)N)F.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,11.55,%,Average; N=2,
2817,440179823,155549674,C1=CC=C(C(=C1)CC(C(=O)O)N)F.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,11.5,%,Average; N=2,
2818,440179836,50806573,CC1=CC(=C(C=C1)C)C(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=C(C=C4)F)F,Unspecified,,,,,Inhibition,=,18.46,%,Average; N=4,
2819,440179838,155549679,CCOC(=O)C1=C(N=C(C(=C1C2=CC=CC=C2)C#N)NC3CCN(CC3)CC4=CC=CC=C4)C,Unspecified,,,,,Inhibition,=,43.62,%,Average; N=2,
2820,440179877,49665012,CC(C)C1=CC=C(C=C1)N(CC2=CC=C(C=C2)C=C)S(=O)(=O)C3=CC=CN4C3=NN=C4,Unspecified,,,,,Inhibition,=,7.94,%,Average; N=4,
2821,440179884,49662839,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4=CC=CC=C4)Cl,Unspecified,,,,,Inhibition,=,-4.6,%,Average; N=4,
2822,440179929,44117305,CC1=CC(=CC(=C1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)SCC4=CC=C(C=C4)Cl)C,Unspecified,,,,,Inhibition,=,-7.67,%,Average; N=4,
2823,440179975,50787774,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C4=CC=CC=C4N=C(C3=N2)N5CCOCC5)C,Unspecified,,,,,Inhibition,=,6.57,%,Average; N=4,
2824,440180037,132518757,C1=CC=C(C=C1)NC2=CC=CC=C2C3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,,Inhibition,=,-5.74,%,Average; N=2,
2825,440180129,56685272,CC1=CC=C(C=C1)C2=NN3C=CN4C(=NN(C4=O)CC(=O)NC5=C(C=CC(=C5)Cl)OC)C3=C2,Unspecified,,,,,Inhibition,=,13.21,%,Average; N=4,
2826,440180144,50804943,C=CC1=CC=C(C=C1)CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,18.57,%,Average; N=4,
2827,440180231,49666112,CCC1=NN=C2N1C=C(C=C2)S(=O)(=O)N(CC3=CC=CC=C3F)C4=CC=C(C=C4)OC,Unspecified,,,,,Inhibition,=,11.76,%,Average; N=4,
2828,440180265,49675272,CC(C)C1=CC=C(C=C1)NC(=O)CN2C(=O)N3C=C(C=CC3=N2)C(=O)NC4=CC=C(C=C4)OC,Unspecified,,,,,Inhibition,=,9.69,%,Average; N=4,
2829,440180274,155549870,C1=CC=C2C(=C1)C=CC3=C2OC(=C(C3C4=CC(=CC=C4)[N+](=O)[O-])C#N)Cl,Unspecified,,,,,Inhibition,=,9.83,%,Average; N=2,
2830,440180316,13108560,CN(C(=O)NC1(CC1C2=CC=CC=C2)C(=O)O)N=O,Unspecified,,,,,Inhibition,=,15,%,Average; N=2,
2831,440180326,45500118,COC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)Cl)C3=N2,Unspecified,,,,,Inhibition,=,5.68,%,Average; N=4,
2832,440180333,50787650,C1CSCCN1C2=NC3=CC=CC=C3N4C2=NN(C4=O)CC(=O)NCC5=CC=CC=C5,Unspecified,,,,,Inhibition,=,1.1,%,Average; N=4,
2833,440180367,45499884,COC1=CC(=C(C=C1)OC)NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)F)C3=N2,Unspecified,,,,,Inhibition,=,7.29,%,Average; N=4,
2834,440180384,49658512,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)SC4=CC=CC(=C4)F,Unspecified,,,,,Inhibition,=,9.91,%,Average; N=4,
2835,440180388,45499655,COC1=CC=C(C=C1)C2=NN3C=CN4C(=NN=C4SCC(=O)NC5=CC=C(C=C5)C#N)C3=C2,Unspecified,,,,,Inhibition,=,-3.8,%,Average; N=4,
2836,440180397,49665006,CCC1=CC=C(C=C1)N(CC2=CC=CC=C2)S(=O)(=O)C3=CC=CN4C3=NN=C4,Unspecified,,,,,Inhibition,=,5.64,%,Average; N=4,
2837,440180440,155549932,CN(CC#C)CC1=CC2=C(N1)C=CC(=C2)OCCCC3CCN(CC3)CC4=CC=CC=C4.C(=O)(C(=O)O)O,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 9.1 Pct,
2838,440180442,49662826,COC1=CC(=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4=CC=CC=C4)OC,Unspecified,,,,,Inhibition,=,-11.13,%,Average; N=3,Outside typical range
2839,440180450,49668654,CC(C)C1=NN=C2N1C3=CC=CC=C3N=C2SCC(=O)NC4=CC=CC=C4C(=O)OC,Unspecified,,,,,Inhibition,=,10.06,%,Average; N=4,
2840,440180467,44117322,C1CCC(CC1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)SCC4=CC=C(C=C4)Cl,Unspecified,,,,,Inhibition,=,0.02,%,Average; N=4,
2841,440180479,45499672,COC1=CC=C(C=C1)C2=NN3C=CN4C(=NN=C4SCC(=O)NC5=CC(=C(C=C5)OC)Cl)C3=C2,Unspecified,,,,,Inhibition,=,3.66,%,Average; N=4,
2842,440180632,49664970,CC1=CC(=CC=C1)N(CC2=CC(=CC=C2)Cl)S(=O)(=O)C3=CC=CN4C3=NN=C4C,Unspecified,,,,,Inhibition,=,2.81,%,Average; N=4,
2843,440180650,50785971,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C4=CC=CC=C4N=C(C3=N2)SC5=CC=CC(=C5)OC)C,Unspecified,,,,,Inhibition,=,2.16,%,Average; N=4,
2844,440180693,49662878,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4)OC,Unspecified,,,,,Inhibition,=,4.77,%,Average; N=4,
2845,440180732,49662616,CCOC(=O)C1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)OC4=CC=CC=C4,Unspecified,,,,,Inhibition,=,12.16,%,Average; N=4,
2846,440180737,155550048,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCN3CCOCC3)C)NC(=O)C4=CC=C(C=C4)/C=C/C5=NC6=CC=CC=C6C=C5.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,=,4,ug.mL-1,Median N= 2,
2847,440180803,49663016,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)C4=CC=C(C=C4)Cl)OC,Unspecified,,,,,Inhibition,=,-0.18,%,Average; N=4,
2848,440180816,2757116,C1=CC2=NC(=C(N2C=C1)C=O)C3=CC=C(C=C3)Br,Unspecified,,,,,Inhibition,=,3.95,%,Average; N=2,
2849,440180888,49662963,CC1=CC=C(C=C1)CNC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4=C(C=C(C=C4)C)C,Unspecified,,,,,Inhibition,=,-3.31,%,Average; N=4,
2850,440180892,53074502,COC1=CC=CC=C1CN2C(=O)C3=C(C=CS3)N4C2=NN(C4=O)CC5=CC(=CC=C5)Br,Unspecified,,,,,Inhibition,=,-9.99,%,Average; N=4,
2851,440180909,155550118,C1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)NCCO)N)C#N.Cl,Unspecified,,,,,Inhibition,=,32.81,%,Average; N=2,
2852,440180935,71764904,COC1=CC(=C(C=C1)C2C3=C(C=CC4=CC=CC=C43)OC5=NC6=C(CCCC6)C(=C25)N)OC,Unspecified,,,,,Inhibition,=,15.3,%,Average; N=2,
2853,440180954,415115,C1=CC=C(C=C1)CNC(CC2=CN=CN2)CO,Unspecified,,,,,Inhibition,=,6.92,%,Average; N=2,
2854,440180976,44117389,CC1=CC2=C(C=C1)OCCN2C(=O)CN3C(=O)N4C(=N3)C=CC(=N4)SC(C)(C)C,Unspecified,,,,,Inhibition,=,10.2,%,Average; N=3,
2855,440180991,49664973,CCC1=NN=C2N1C=CC=C2S(=O)(=O)N(CC3=CC(=CC=C3)F)C4=CC=CC(=C4)C,Unspecified,,,,,Inhibition,=,12.77,%,Average; N=4,
2856,440181026,46397329,COC1=CC(=C(C=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)OC4=CC=CC=C4)Cl)OC,Unspecified,,,,,Inhibition,=,-15.01,%,Average; N=4,Outside typical range
2857,440181056,53359447,CN(CC#C)C1=C(C=C(C(=N1)N)C#N)C#N,Unspecified,,,,,Inhibition,=,31.58,%,Average; N=2,
2858,440181056,53359447,CN(CC#C)C1=C(C=C(C(=N1)N)C#N)C#N,Unspecified,,,,,Inhibition,=,5.1,%,Average; N=2,
2859,440181071,49663399,CCOC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)N4CCN(CC4)C5=CC=CC=C5C,Unspecified,,,,,Inhibition,=,-2.13,%,Average; N=4,
2860,440181113,44117321,C1OC2=C(O1)C=C(C=C2)CNC(=O)CN3C(=O)N4C(=N3)C=CC(=N4)SCC5=CC=C(C=C5)Cl,Unspecified,,,,,Inhibition,=,-2.67,%,Average; N=4,
2861,440181188,155550225,C1[C@@H]\2[C@@H]([C@H]([C@@H]1Cl)C/C2=N/NC(=O)C3=CC=NC=C3)C(=O)O,Unspecified,,,,,Inhibition,=,32.79,%,Average; N=2,
2862,440181223,50806377,CCOC1=CC=C(C=C1)N2C=CN3C(=NN=C3SCC#N)C2=O,Unspecified,,,,,Inhibition,=,8.92,%,Average; N=4,
2863,440181298,50804953,COC1=CC(=CC(=C1)NC(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=CC=C4)F)OC,Unspecified,,,,,Inhibition,=,10.57,%,Average; N=4,
2864,440181308,49667193,C1CCN(C1)C(=O)CN2C(=O)N3C=CC(=NC3=N2)NC4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,-4.71,%,Average; N=4,
2865,440181335,46397328,CC1=CC(=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)OC4=CC=CC=C4)Br,Unspecified,,,,,Inhibition,=,1.04,%,Average; N=4,
2866,440181436,54680782,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,Active,,,,1.25,MIC,=,1250,nM,Median N= 2,
2867,440181465,46899703,C1=CC=C(C=C1)C2=C3C(=NNC3=NC4=NNC(=C24)N)N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 20.2 Pct,
2868,440181474,45500121,CCOC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)Cl)C3=N2,Unspecified,,,,,Inhibition,=,6.48,%,Average; N=4,
2869,440181489,50806370,CC1=CC(=C(C=C1)C)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=CC=C4)OC,Unspecified,,,,,Inhibition,=,11.56,%,Average; N=3,
2870,440181517,49662622,C1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=CC(=C4)F)F,Unspecified,,,,,Inhibition,=,-5.96,%,Average; N=4,
2871,440181545,49662858,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SCC4=CC=C(C=C4)Cl)OC,Unspecified,,,,,Inhibition,=,6.14,%,Average; N=4,
2872,440181593,49662702,CC1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)N4CCN(CC4)C5=CC=CC=C5OC,Unspecified,,,,,Inhibition,=,6.41,%,Average; N=4,
2873,440181594,49662898,CC1=CC(=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4)Br,Unspecified,,,,,Inhibition,=,0.51,%,Average; N=4,
2874,440181611,155550381,C1=CC=C(C=C1)C/C=N/NC(=O)C2=CC3=CC=CC=C3N2,Unspecified,,,,,Inhibition,=,10.17,%,Average; N=2,
2875,440181741,155550439,C1CNCCN(CCCNCCN(C1)CC2=CN(N=N2)C3=C4C=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCO)CC6=CN(N=N6)C7=C8C=CC=C9C8=C(C=C7)C(=O)N(C9=O)CCCO.O.[Cl-].[Cl-].[Zn+2],Unspecified,,,,,Inhibition,=,7.81,%,Average; N=2,
2876,440181799,155550471,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCC(=N)N)C)NC=O.C(=O)(C(F)(F)F)O,Unspecified,,,,32,MIC,>,32000,nM,Median N= 2; Maxinhib 21.2 Pct,
2877,440181818,49663011,CC1=C(C(=CC=C1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)C4=CC=C(C=C4)Cl)C,Unspecified,,,,,Inhibition,=,5.25,%,Average; N=4,
2878,440181820,155550480,CN1C=CN=C1C2C3=C(C4=CC=CC=C4C=C3)OC5=NC6=C(CCCCC6)C(=C25)N,Unspecified,,,,,Inhibition,=,17.85,%,Average; N=2,
2879,440181834,53061518,CC1=C(C=C(C=C1)NC(=O)CN2C3=CC=CC=C3N4C(=NN=C4C2=O)C)C,Unspecified,,,,,Inhibition,=,17.12,%,Average; N=4,
2880,440181841,155550486,C1=CC=C2C(=C1)C=CC3=C2[C@@H]([C@@](C(=N)O3)(C#N)Br)C4=CC=C(C=C4)[N+](=O)[O-],Unspecified,,,,,Inhibition,=,26.21,%,Average; N=2,
2881,440181845,50784982,CC1=C(C=C(C=C1)Cl)NC(=O)CSC2=NN=C3N2C4=C(C(=O)N3CC5CCCO5)SC=C4,Unspecified,,,,,Inhibition,=,8.22,%,Average; N=4,
2882,440181857,49675266,COC1=CC=CC(=C1)CNC(=O)CSC2=NN=C3N2C=C(C=C3)C(=O)NC4=CC(=CC=C4)F,Unspecified,,,,,Inhibition,=,9.49,%,Average; N=4,
2883,440181883,49663036,CC1=C(C=C(C=C1)C2=NN3C(=NN(C3=O)CC(=O)NC4=CC=C(C=C4)C#N)C=C2)C,Unspecified,,,,,Inhibition,=,8.65,%,Average; N=3,
2884,440181884,155550502,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)NC4=CC=C(C=C4)C5=NNC(=S)O5)C(C)O.Cl,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 18.1 Pct,
2885,440181930,46386658,CCCCN(C)C1=NN2C(=NN=C2CCC3=NC(=NO3)C4=CC=C(C=C4)C(F)(F)F)C=C1,Unspecified,,,,,Inhibition,=,7.8,%,Average; N=3,
2886,440181964,155550540,COC1=C(C=CC(=C1)[N+](=O)[O-])C2=CC=CC=C2NC3=CC=CC=C3,Unspecified,,,,,Inhibition,=,23.48,%,Average; N=2,
2887,440181979,49663008,CC1=CC=C(C=C1)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,,Inhibition,=,0.77,%,Average; N=4,
2888,440182012,155550560,C1CNCCC1OC2=C(C=C3C=CN=CC3=C2)C4=CC=C(S4)C(=O)NC5=CC=CC=C5.Cl.Cl,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 15.8 Pct,
2889,440182014,53061631,CCC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3N4C(=NN=C4C(C)C)C2=O,Unspecified,,,,,Inhibition,=,5.45,%,Average; N=4,
2890,440182055,53082763,CCOC(=O)C1=CC=CC=C1NC(=O)CSC2=NC3=CC=CC=C3N4C2=NN=C4C(C)C,Unspecified,,,,,Inhibition,=,6,%,Average; N=4,
2891,440182070,50804627,COC1=CC=CC=C1N2C=CN3C(=NN=C3SCC#N)C2=O,Unspecified,,,,,Inhibition,=,15.53,%,Average; N=4,
2892,440182083,155550593,C[C@@H]1[C@@H](CC[C@]2(C1CC[C@]3(C2[C@@H](CC\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)OCC5=CC=CC=C5)OC(=O)C)C)O)C)C)OC(=O)C6=CC=CC=C6C(=O)OCCC7=CC=C(C=C7)OCCO[N+](=O)[O-],Unspecified,,,,,Inhibition,=,8.23,%,Average; N=2,
2893,440182090,50806499,C1=CC=C(C=C1)N2C=CN3C(=NN=C3SCC(=O)NC4=C(C=CC(=C4)F)F)C2=O,Unspecified,,,,,Inhibition,=,5.32,%,Average; N=3,
2894,440182101,50806284,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)C4=CC=C(C=C4)F)C2=O,Unspecified,,,,,Inhibition,=,13.82,%,Average; N=3,
2895,440182175,5787922,C/C(=N\NC(=O)C1=CNC2=CC=CC=C21)/CC3=CC=CC=C3,Unspecified,,,,,Inhibition,=,5.98,%,Average; N=2,
2896,440182240,2786713,C1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)Cl)N)C#N,Unspecified,,,,,Inhibition,=,17.3,%,Average; N=2,
2897,440182243,155550650,COC1=CC=C(C=C1)C2=CC(=CC(=O)N2)C3=CC4=CC=CC=C4N=C3Cl,Unspecified,,,,,Inhibition,=,22.93,%,Average; N=2,
2898,440182249,49662867,CC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4,Unspecified,,,,,Inhibition,=,1.84,%,Average; N=4,
2899,440182295,155550673,C#CCN1CCC2=C(C1)C(=C(C(=N2)N)C#N)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,27.27,%,Average; N=2,
2900,440182295,155550673,C#CCN1CCC2=C(C1)C(=C(C(=N2)N)C#N)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,6.89,%,Average; N=2,
2901,440182340,155550688,C1[C@@H]2[C@@H]\3C2C(C1/C3=N/NC(=O)C4=CC=NC=C4)CO,Unspecified,,,,,Inhibition,=,21.76,%,Average; N=2,
2902,440182344,49662880,CCOC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4,Unspecified,,,,,Inhibition,=,3,%,Average; N=4,
2903,440182354,155550692,CN1C2=C(C=C(C=C2)OCCCC3CCN(CC3)CC4=CC=C(C=C4)C#N)C=C1CN(C)CC#C,Unspecified,,,,,Inhibition,=,8.98,%,Average; N=2,
2904,440182382,155550703,CCOC(=O)C1=C(NC2=NC3=C(CCCC3)C(=C2C1C4=CC=C(C=C4)[N+](=O)[O-])N)C.Cl,Unspecified,,,,,Inhibition,=,34.25,%,Average; N=2,
2905,440182562,45499110,C1CCN(CC1)C2=NC3=CC=CC=C3N4C2=NN=C4CCC(=O)NCC5=CC=CC=C5F,Unspecified,,,,,Inhibition,=,5.87,%,Average; N=3,
2906,440182606,49668655,CC(C)C1=NN=C2N1C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=C(C=C4)Cl)C(F)(F)F,Unspecified,,,,,Inhibition,=,2.01,%,Average; N=4,
2907,440182638,49815813,CCCC1=NN=C2N1C3=CC=CC=C3N(C2=O)CC(=O)NC4=CC=C(C=C4)NC(=O)C,Unspecified,,,,,Inhibition,=,9.51,%,Average; N=4,
2908,440182643,53061684,CC1=CC=C(C=C1)C2=NN=C3N2C4=CC=CC=C4N(C3=O)CC(=O)NC5=CC(=CC(=C5)C)C,Unspecified,,,,,Inhibition,=,10.86,%,Average; N=4,
2909,440182645,53199601,CCC(C)NC(=O)CN1C(=O)N2C3=C(C(=O)N(C2=N1)CC4=CC=CO4)SC=C3,Unspecified,,,,,Inhibition,=,7.96,%,Average; N=3,
2910,440182717,12376983,C1=CC(=C(C=C1O)CC(=O)NC2=C(C=CC(=C2)O)O)O,Unspecified,,,,,Inhibition,=,22.67,%,Average; N=2,
2911,440182744,49663355,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)N4CCOCC4)Cl,Unspecified,,,,,Inhibition,=,10.97,%,Average; N=4,
2912,440182897,155550899,C#CCN1C2=C(C=C(C=C2)O)C(=C1N)C#N,Unspecified,,,,,Inhibition,=,28.27,%,Average; N=2,
2913,440182904,50804695,CC1=CC(=C(C=C1)C(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)F)C,Unspecified,,,,,Inhibition,=,7.85,%,Average; N=4,
2914,440182938,4245807,CN1C(=O)C(=CC2=CC=CC=C2)N=C1SC,Unspecified,,,,,Inhibition,=,5.89,%,Average; N=2,
2915,440182958,155550922,CC1=CC=C(C=C1)CNNC(=O)C2=CNC3=CC=CC=C32,Unspecified,,,,,Inhibition,=,-8.4,%,Average; N=2,
2916,440182963,50804871,C1=CC(=CC(=C1)F)N2C=CN3C(=NN=C3SCC(=O)NC4=CC=C(C=C4)Br)C2=O,Unspecified,,,,,Inhibition,=,17.12,%,Average; N=4,
2917,440183007,49663358,COC1=CC(=C(C=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)N4CCOCC4)Cl)OC,Unspecified,,,,,Inhibition,=,4.84,%,Average; N=4,
2918,440183023,53028599,CC1=C(C(=CC=C1)OC2=NC3=CC=CC=C3N4C2=NN(C4=O)CC(=O)NC5=CC=CC(=C5)C#N)C,Unspecified,,,,,Inhibition,=,-4.2,%,Average; N=4,
2919,440183069,45499898,CC1=C(C=C(C=C1)C2=NN3C=CN4C(=NN(C4=O)CC(=O)NC5=CC=C(C=C5)OC)C3=C2)C,Unspecified,,,,,Inhibition,=,11.77,%,Average; N=4,
2920,440183087,155550971,C#CCN1CCC2=C(C1)C(=C3C=CC=NC3=N2)N.Cl,Unspecified,,,,,Inhibition,=,20.08,%,Average; N=2,
2921,440183099,49662836,C1=CC=C(C=C1)SC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=C(C=C4)Br)F,Unspecified,,,,,Inhibition,=,5.84,%,Average; N=4,
2922,440183100,49662620,C1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC=CC=C4F,Unspecified,,,,,Inhibition,=,6.14,%,Average; N=4,
2923,440183154,49662941,C1=CC(=CC(=C1)SC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC(=C(C=C4)F)Cl)F,Unspecified,,,,,Inhibition,=,-0.79,%,Average; N=4,
2924,440183163,49663109,C1OC2=C(O1)C=C(C=C2)C3=NOC(=N3)CN4C(=O)N5C(=N4)C=CC(=N5)C6=CC=CC=C6,Unspecified,,,,,Inhibition,=,-9.1,%,Average; N=4,
2925,440183165,50806386,CCOC1=CC=C(C=C1)N2C=CN3C(=NN=C3SC(C)C(=O)NC4=CC5=C(C=C4)OCCO5)C2=O,Unspecified,,,,,Inhibition,=,14.02,%,Average; N=3,
2926,440183168,155551002,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCN(C)C)C)NC(=O)C3=CN=C(C=C3)/C=C/C4=CC=C(C=C4)N(C)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,=,2,ug.mL-1,Median N= 2,
2927,440183190,45500125,C1=CC(=CC(=C1)NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)Cl)C3=N2)C#N,Unspecified,,,,,Inhibition,=,2.28,%,Average; N=4,
2928,440183226,102052598,CCOC(=O)C1=C(OC(=O)CC1C2=CC=CC=C2)C,Unspecified,,,,,Inhibition,=,23.21,%,Average; N=2,
2929,440183248,5388648,C1=CC=C(C=C1)C(=O)/C(=C/C2=CC=C(C=C2)[N+](=O)[O-])/C#N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 57.8 Pct,
2930,440183264,49673077,COC1=CC=C(C=C1)NC(=O)C2=CN3C(=NN(C3=O)CC(=O)NC4=CC(=CC=C4)SC)C=C2,Unspecified,,,,,Inhibition,=,-4.7,%,Average; N=4,
2931,440183286,12287467,CCC(CC)NNC(=O)C1=CC2=CC=CC=C2N1C,Unspecified,,,,,Inhibition,=,11.92,%,Average; N=2,
2932,440183307,155551053,CC(C)(CO)[C@H](C(=O)N/C=C/C(=O)NCCC1=CC=CC=C1)O,Unspecified,,,,,Inhibition,=,31.24,%,Average; N=2,
2933,440183351,49658519,C1=CC(=CC(=C1)SC2=NN3C(=NN(C3=O)CC(=O)NCC4=CC=C(C=C4)C(F)(F)F)C=C2)F,Unspecified,,,,,Inhibition,=,12.64,%,Average; N=4,
2934,440183379,53074233,CC1=CC(=C(C=C1)NC(=O)CN2C(=O)N3C=NC4=C(C3=N2)C5=C(S4)CCCC5)Cl,Unspecified,,,,,Inhibition,=,-4.74,%,Average; N=3,
2935,440183411,155551103,C#CCNC1=C(C(=C(C(=N1)NCCC2CCN(CC2)CC3=CC=CC=C3)C#N)C4=CC=CC=C4)C#N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 10.2 Pct,
2936,440183443,53074533,C1=CC(=CC(=C1)Br)CN2C(=O)N3C4=C(C(=O)N(C3=N2)CC5=CC=CS5)SC=C4,Unspecified,,,,,Inhibition,=,-27.59,%,Average; N=4,Outside typical range
2937,440183449,53074338,CN1C(=O)C2=C(C=CS2)N3C1=NN(C3=O)CC4=CC(=CC=C4)Br,Unspecified,,,,,Inhibition,=,14.17,%,Average; N=4,
2938,440183466,4621440,C1=CC=C(C=C1)C(=C(C#N)C#N)CC#N,Unspecified,,,,,Inhibition,=,11.65,%,Average; N=2,
2939,440183504,155551145,CC1=NC=C(C(=N1)N)CN2C=C(N=N2)CCC(=O)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,15.37,%,Average; N=2,
2940,440183574,49665013,CC(C)C1=CC=C(C=C1)N(CC2=CC(=CC=C2)OC)S(=O)(=O)C3=CC=CN4C3=NN=C4,Unspecified,,,,,Inhibition,=,7.94,%,Average; N=4,
2941,440183612,49668649,CC1=CC(=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3N4C2=NN=C4C)Br,Unspecified,,,,,Inhibition,=,15.19,%,Average; N=4,
2942,440183631,50761573,CCCCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCC(=O)NC4=CC=C(C=C4)OC(F)(F)F,Unspecified,,,,,Inhibition,=,0.43,%,Average; N=4,
2943,440183650,45499892,C1CC2=CC=CC=C2N(C1)C(=O)CN3C(=O)N4C=CN5C(=CC(=N5)C6=CC=C(C=C6)F)C4=N3,Unspecified,,,,,Inhibition,=,-1.84,%,Average; N=4,
2944,440183788,49663395,CC1=CC=CC=C1N2CCN(CC2)C3=NC=CN4C3=NN(C4=O)CC(=O)NC5=CC=CC(=C5)C(C)C,Unspecified,,,,,Inhibition,=,14.78,%,Average; N=4,
2945,440183791,5333897,CC1=CC=C(C=C1)/C=N/NC(=O)C2=CNC3=CC=CC=C32,Unspecified,,,,,Inhibition,=,6.96,%,Average; N=2,
